序号,group_id,a1,a2,a3,a4,label,time
1126,7,-1.48997,-6.72865,-3.87242,0.91899,1,1126
1127,7,1.06167,-4.45553,-0.33559,5.94662,1,1127
1128,7,0.0659817,-4.49417,-0.60047,1.47734,1,1128
1129,7,0.919605,-2.52936,0.41352,0.519465,1,1129
1130,7,-1.00407,-5.97401,-0.0385694,1.55676,1,1130
1131,7,-0.00933008,0.68563,2.21277,1.06441,1,1131
1132,7,-1.77927,-3.54267,-0.549016,-0.642643,1,1132
1133,7,-9.4916,-2.96863,2.83399,4.71158,1,1133
1134,7,4.55758,-7.89503,4.56646,-0.0914969,1,1134
1135,7,0.0454833,1.05034,-0.895432,0.870847,1,1135
1136,7,1.32395,3.32563,-1.63737,-0.0678606,1,1136
1137,7,0.230561,0.88805,-0.762443,2.8614,1,1137
1138,7,-0.243811,-1.02524,-0.382646,0.216071,1,1138
1139,7,-0.0988959,0.193343,-0.482114,0.780909,1,1139
1140,7,4.48755,-4.76519,-1.52177,-3.9011,1,1140
1141,7,-4.8901,-0.420423,-6.79094,-1.58222,1,1141
1142,7,1.56561,-1.23159,-3.84153,2.79279,1,1142
1143,7,4.35878,-2.20573,1.61705,-2.38156,1,1143
1144,7,0.821074,0.479551,-1.8737,2.31875,1,1144
1145,7,-0.193615,0.959908,0.496691,1.88003,1,1145
1146,7,-1.00301,-0.222884,1.04838,0.0573795,1,1146
1147,7,1.40684,-1.11377,0.285613,-0.858268,1,1147
1148,7,1.11579,0.104269,0.265746,-0.86562,1,1148
1149,7,-1.20709,0.197005,0.544696,2.95378,1,1149
1150,7,-1.65663,1.4305,-1.57586,1.06512,1,1150
1151,7,-3.65643,-2.03612,2.38505,2.3212,1,1151
1152,7,1.50046,1.28069,0.662233,2.72533,1,1152
1153,7,1.18363,2.60733,1.02134,-0.0156996,1,1153
1154,7,-1.647,2.57926,0.0966031,0.197897,1,1154
1155,7,0.42091,8.08716,0.468813,5.97081,1,1155
1156,7,1.07738,3.32834,1.60007,-2.2997,1,1156
1157,7,2.45354,0.765489,3.09512,-4.62608,1,1157
1158,7,1.18172,-4.37242,2.88059,2.67243,1,1158
1159,7,-5.45799,5.25316,-3.63434,0.816202,1,1159
1160,7,2.63726,1.59808,-2.62159,-0.623929,1,1160
1161,7,1.18986,1.05251,-1.16558,1.7797,1,1161
1162,7,-1.15093,-3.80325,2.12182,0.406298,1,1162
1163,7,-0.88715,0.277404,-0.0107382,1.01466,1,1163
1164,7,1.55703,-0.18492,-0.960718,0.651746,1,1164
1165,7,-3.77585,2.62224,1.60392,1.11296,1,1165
1166,7,-1.82111,-4.14776,-2.33078,-1.72594,1,1166
1167,7,2.53046,2.12643,3.05979,-2.1687,1,1167
1168,7,-1.92423,-0.680054,0.151771,-1.39373,1,1168
1169,7,0.996216,1.90435,-1.39557,2.66665,1,1169
1170,7,1.29419,3.5473,1.02325,-0.314065,1,1170
1171,7,1.53368,-0.397643,-0.300459,-1.47387,1,1171
1172,7,-4.93289,-9.65552,4.74342,-8.40846,1,1172
1173,7,-1.37076,1.59795,-1.98617,0.788512,1,1173
1174,7,-4.53003,5.71467,-0.276044,-2.36516,1,1174
1175,7,-8.90833,2.79416,6.48321,-5.33824,1,1175
1176,7,-2.59414,-6.77948,0.0993373,-0.116762,1,1176
1177,7,-0.409947,-0.484277,0.086368,-0.396084,1,1177
1178,7,1.96381,2.84541,3.32286,-3.20342,1,1178
1179,7,6.03084,1.15853,2.74302,-0.372737,1,1179
1180,7,-0.709554,-6.32475,1.05662,4.72494,1,1180
1181,7,-7.40964,-3.62185,-2.77185,-1.09497,1,1181
1182,7,6.8238,-7.13701,2.77792,-4.25296,1,1182
1183,7,2.97116,-3.39231,-2.51291,-0.967415,1,1183
1184,7,1.31249,-2.24545,4.8495,-1.74009,1,1184
1185,7,-4.78283,-1.67615,0.715585,0.609059,1,1185
1186,7,-2.54897,1.27256,-0.636129,-2.26342,1,1186
1187,7,0.655069,-0.414724,1.28811,-1.86764,1,1187
1188,7,-6.29957,0.0234674,-3.5647,-1.19572,1,1188
1189,7,1.72634,-6.47077,1.80269,0.745258,1,1189
1190,7,-4.85,-6.70491,4.02919,-4.23783,1,1190
1191,7,-2.12006,3.81195,-1.16948,-3.18426,1,1191
1192,7,2.65336,1.50765,0.0829011,-4.07079,1,1192
1193,7,-0.097339,-0.328089,0.00978217,3.85655,1,1193
1194,7,-0.5173,-0.24064,-1.98095,-1.69513,1,1194
1195,7,3.01999,-0.798412,0.13946,-1.94332,1,1195
1196,7,-4.47754,-11.0817,-0.123351,-14.9776,1,1196
1197,7,-5.07173,-7.23015,0.0864821,7.16329,1,1197
1198,7,1.38859,-7.61695,5.90362,1.46186,1,1198
1199,7,3.27305,-7.02447,9.74478,-6.53121,1,1199
1200,7,-3.40994,-4.89195,-0.652838,1.04202,1,1200
1201,7,-0.58624,-0.990392,-2.6164,0.646673,1,1201
1202,7,1.90407,0.232938,0.743432,-0.0595555,1,1202
1203,7,2.89189,0.258563,-0.765416,1.95377,1,1203
1204,7,-0.468058,-3.44125,4.69455,-4.30644,1,1204
1205,7,-2.83964,-9.81238,5.02965,-2.79857,1,1205
1206,7,-0.810542,0.642387,-4.46559,-1.09641,1,1206
1207,7,1.65616,-6.18266,0.224428,-2.87005,1,1207
1208,7,-1.63608,-1.56376,0.404324,1.72317,1,1208
1209,7,-0.0623529,3.83785,-1.28359,-0.463111,1,1209
1210,7,-1.49456,0.573784,4.1416,3.15999,1,1210
1211,7,1.0332,1.58832,-2.39609,-2.28576,1,1211
1212,7,2.081,-3.08563,-0.929458,0.172929,1,1212
1213,7,-4.43021,0.868669,0.588631,8.08485,1,1213
1214,7,3.41985,3.13514,1.28863,2.91454,1,1214
1215,7,0.769146,-1.74218,3.34834,0.120468,1,1215
1216,7,-0.118538,1.22633,0.82826,-0.168509,1,1216
1217,7,-0.975556,4.24635,-0.56829,0.863018,1,1217
1218,7,-0.723853,2.55934,-0.432816,4.96909,1,1218
1219,7,3.24358,0.013302,-2.934,-0.613576,1,1219
1220,7,0.0791565,-3.08387,-4.65971,-1.67897,1,1220
1221,7,-5.8726,6.26661,3.35578,-0.14804,1,1221
1222,7,4.01768,7.22868,-0.895394,1.76339,1,1222
1223,7,1.86497,9.8196,1.63089,-4.77571,1,1223
1224,7,1.38774,-2.62398,-4.16128,2.05136,1,1224
1225,7,-1.89229,-1.10522,-1.25312,1.87466,1,1225
1226,7,2.03824,-0.481696,0.492183,-0.604204,1,1226
1227,7,0.58622,-0.0726539,-2.3314,-9.27107,1,1227
1228,7,-2.91268,-7.53194,7.25364,-12.1797,1,1228
1229,7,-5.68265,6.59173,2.00337,3.96192,1,1229
1230,7,-2.37019,6.15097,-2.3281,-0.376481,1,1230
1231,7,-0.367006,5.50724,4.75384,1.24194,1,1231
1232,7,-0.323587,4.52171,-1.91064,-1.66629,1,1232
1233,7,2.58275,-2.51023,3.61513,5.26427,1,1233
1234,7,-1.26772,2.02787,3.05088,-2.05024,1,1234
1235,7,0.103561,-0.561551,-0.815669,-0.655369,1,1235
1236,7,-1.61753,0.321476,2.66749,3.50562,1,1236
1237,7,-2.76601,-10.6634,1.92004,-8.20351,1,1237
1238,7,12.3692,-11.8139,-4.82446,3.47578,1,1238
1239,7,0.522565,-13.575,7.36537,1.08325,1,1239
1240,7,3.26051,-2.86748,-1.56768,1.97238,1,1240
1241,7,0.122278,-0.528062,-1.58314,3.82068,1,1241
1242,7,1.90361,-0.487524,-0.120507,0.0657042,1,1242
1243,7,0.450509,1.56989,-0.236669,-1.10952,1,1243
1244,7,-5.57561,-4.59557,-7.66599,3.0849,1,1244
1245,7,-7.85004,-10.6023,12.3752,3.02999,1,1245
1246,7,4.03651,-3.84893,1.32777,0.904385,1,1246
1247,7,-0.50231,-1.54843,-1.45898,4.18172,1,1247
1248,7,-1.01929,5.05956,-2.85719,5.28142,1,1248
1249,7,5.67347,-4.58133,2.85165,1.45164,1,1249
1250,7,-2.48569,2.91375,1.67432,-0.890446,1,1250
1251,7,-4.92281,-1.63466,-1.21315,1.85188,1,1251
1252,7,2.11297,-3.44016,0.884643,2.01345,1,1252
1253,7,5.22298,-4.95797,-1.27275,-1.46725,1,1253
1254,7,-4.32253,-5.52333,0.934995,0.655472,1,1254
1255,7,-0.821462,1.63117,1.1858,2.08926,1,1255
1256,7,0.217241,-2.15189,0.351707,1.20662,1,1256
1257,7,1.21605,0.510068,-1.30834,2.84435,1,1257
1258,7,0.230265,0.260467,0.926437,-1.23766,1,1258
1259,7,0.644796,-0.648319,0.106,0.168603,1,1259
1260,7,1.82529,1.13577,-1.53211,4.35308,1,1260
1261,7,-4.72703,4.33408,0.206707,4.34414,1,1261
1262,7,2.71474,0.932126,-2.22729,0.452678,1,1262
1263,7,4.97343,-2.95655,-0.252006,-1.0046,1,1263
1264,7,1.5398,0.79492,2.64442,5.18455,1,1264
1265,7,-2.3929,0.262094,-1.81631,1.99831,1,1265
1266,7,-3.82511,4.22371,0.810681,-0.511111,1,1266
1267,7,1.53966,1.2567,0.367558,-0.1469,1,1267
1268,7,2.77023,-3.9818,-3.51748,1.35881,1,1268
1269,7,-2.0397,-6.97728,6.31341,4.32353,1,1269
1270,7,3.2986,0.46831,0.931113,1.22808,1,1270
1271,7,0.0334973,3.32022,-4.42925,0.224658,1,1271
1272,7,-1.52558,-3.74942,-1.1693,2.16707,1,1272
1273,7,0.347345,0.16136,0.826675,1.23572,1,1273
1274,7,2.46587,1.06906,-0.454542,-1.41062,1,1274
1275,7,5.61875,-0.325505,2.83065,-2.45858,1,1275
1276,7,5.2912,11.2893,-3.65462,-3.46633,1,1276
1277,7,-1.77634,0.0371693,-3.45541,1.72921,1,1277
1278,7,1.75336,-1.82718,1.64214,-2.20564,1,1278
1279,7,-0.624066,7.0359,2.36821,-0.876779,1,1279
1280,7,-1.3093,-1.36241,5.13841,0.49633,1,1280
1281,7,-6.79022,2.03682,-0.731985,-1.07626,1,1281
1282,7,3.06194,-1.82325,3.90658,0.314869,1,1282
1283,7,-1.66535,0.346697,0.0834827,-2.38725,1,1283
1284,7,-2.11652,0.758993,-1.89566,-3.30059,1,1284
1285,7,5.26377,-3.43433,1.54487,1.75485,1,1285
1286,7,-9.95519,-0.368346,7.61337,4.70501,1,1286
1287,7,5.90572,0.982699,-1.39157,-5.11964,1,1287
1288,7,-1.68436,6.36831,-2.1473,0.365162,1,1288
1289,7,-1.35016,-1.04461,-1.08848,0.695502,1,1289
1290,7,1.66487,-0.389496,0.856729,0.192925,1,1290
1291,7,0.176487,-0.276558,0.125688,-0.397426,1,1291
1292,7,-2.33323,-2.76132,2.21906,3.10806,1,1292
1293,7,1.9087,-2.98909,4.63733,-4.54285,1,1293
1294,7,1.82416,-3.12955,-3.20918,2.46827,1,1294
1295,7,-0.339003,1.01199,2.84001,-1.28959,1,1295
1296,7,0.734437,-1.27523,-0.154511,0.777212,1,1296
1297,7,-0.678637,1.80756,-1.19071,-1.98558,1,1297
1298,7,0.0555785,4.20935,0.59653,-1.07945,1,1298
1299,7,2.07396,-3.81747,-2.16649,-0.787162,1,1299
1300,7,2.63029,1.68568,-1.95101,0.192188,1,1300
1301,7,-2.42741,-8.28657,-3.16462,13.564,1,1301
1302,7,6.45918,-1.10318,5.18749,0.804586,1,1302
1303,7,2.60315,-2.48948,-2.45111,0.895962,1,1303
1304,7,-1.60731,-5.02128,-0.908047,1.78739,1,1304
1305,7,-1.0233,-0.651567,4.21047,0.888031,1,1305
1306,7,2.1152,0.909219,-0.774644,-1.47077,1,1306
1307,7,-3.07127,6.40424,2.07764,3.59043,1,1307
1308,7,2.71821,5.2708,2.70148,5.10335,1,1308
1309,7,-6.19498,-4.58878,-3.22037,0.965997,1,1309
1310,7,0.294377,-5.64345,0.697777,-1.26497,1,1310
1311,7,1.64937,0.425745,1.21319,-2.78682,1,1311
1312,7,-2.33421,0.172619,2.3283,1.78565,1,1312
1313,7,-0.972969,0.0920857,0.689909,1.44204,1,1313
1314,7,-0.377971,0.902442,0.257134,-1.21424,1,1314
1315,7,1.91736,-1.5834,-0.0845896,-0.700427,1,1315
1316,7,-3.55013,-0.626618,1.98602,8.51975,1,1316
1317,7,3.75296,-2.27336,2.0579,7.16278,1,1317
1318,7,-4.5773,-0.824292,-5.5825,2.00154,1,1318
1319,7,-2.23652,2.7775,5.51153,-1.18298,1,1319
1320,7,-1.12251,0.593458,2.20233,-1.0916,1,1320
1321,7,-0.636876,1.07354,-2.95757,2.1177,1,1321
1322,7,3.08862,-1.8856,1.00844,0.260894,1,1322
1323,7,0.944585,-0.609805,9.13431,1.92673,1,1323
1324,7,-7.85693,-0.0227477,-4.94086,0.820108,1,1324
1325,7,0.386897,0.0800212,0.581459,1.50731,1,1325
1326,7,3.20341,1.95915,-1.59207,-2.26251,1,1326
1327,7,3.32878,-0.0051225,-2.24792,-0.0177169,1,1327
1328,7,0.977686,-0.735216,-1.85419,-0.385535,1,1328
1329,7,-0.950873,-0.699287,2.1837,-4.00114,1,1329
1330,7,-0.979505,-1.7789,-0.580705,-2.7504,1,1330
1331,7,-1.4764,-6.07364,3.11008,-5.42167,1,1331
1332,7,-1.84059,4.25558,-3.18039,1.72911,1,1332
1333,7,3.87805,-2.0281,-3.60723,-0.781034,1,1333
1334,7,8.38105,-0.5793,-0.892909,-0.0641423,1,1334
1335,7,-1.16296,3.48333,3.79145,5.62417,1,1335
1336,7,-2.57251,6.09255,-3.73581,3.70827,1,1336
1337,7,-1.08997,-1.4748,-0.513252,-1.16226,1,1337
1338,7,3.1331,-1.20961,1.25164,-3.38847,1,1338
1339,7,0.0933817,-0.968141,-2.00706,-3.62441,1,1339
1340,7,5.12747,1.53302,-2.72762,-4.82212,1,1340
1341,7,4.44522,3.75096,-5.51975,1.99299,1,1341
1342,7,3.73068,0.309556,2.1245,-7.87678,1,1342
1343,7,0.227438,-1.80792,1.93067,4.80565,1,1343
1344,7,-0.685077,1.37372,0.0628515,1.69997,1,1344
1345,7,-6.18282,2.09608,0.980961,-2.22263,1,1345
1346,7,2.11624,6.20982,-0.375444,-2.48206,1,1346
1347,7,7.88006,-5.34585,2.57175,-1.98424,1,1347
1348,7,-1.52677,-2.87791,1.20597,-4.8942,1,1348
1349,7,2.98587,-10.4871,0.826719,-1.4504,1,1349
1350,7,-1.71293,-1.47426,0.480581,-0.988179,1,1350
1351,7,-1.46272,3.79177,-4.88682,-2.52344,1,1351
1352,7,0.681037,-5.21271,2.77275,-0.274747,1,1352
1353,7,-5.87414,3.18953,0.098847,-3.80474,1,1353
1354,7,-0.754427,1.36911,0.529964,-3.85403,1,1354
1355,7,2.11459,-1.43535,2.45006,-1.16762,1,1355
1356,7,-0.481694,-1.90635,-5.73968,1.01318,1,1356
1357,7,-0.509919,-3.90044,-4.46853,7.42545,1,1357
1358,7,8.61209,-13.0575,6.13326,-4.05105,1,1358
1359,7,-1.72434,-4.45361,0.04338,1.71105,1,1359
1360,7,-2.13169,-0.7001,-1.39014,3.15017,1,1360
1361,7,1.52976,0.276883,-0.272684,-3.41934,1,1361
1362,7,0.330537,-2.12734,1.17173,-5.01167,1,1362
1363,7,-4.46854,1.20614,-1.83203,5.54457,1,1363
1364,7,11.2488,-9.80505,0.0922107,6.85384,1,1364
1365,7,-7.88467,-5.82417,-3.01295,2.19013,1,1365
1366,7,-2.56794,-9.2611,4.0912,0.235319,1,1366
1367,7,-2.19099,0.844011,2.16834,3.63992,1,1367
1368,7,-4.97806,3.93277,-5.1215,-2.41088,1,1368
1369,7,5.18049,-4.66836,-1.66676,-0.0336248,1,1369
1370,7,0.929461,0.123409,-1.56302,2.44855,1,1370
1371,7,-0.486598,3.21244,-1.5237,-1.23551,1,1371
1372,7,-0.679686,-5.20919,1.27009,0.115259,1,1372
1373,7,3.46943,-3.70616,5.0849,1.18181,1,1373
1374,7,-3.53704,0.407176,-0.79639,1.46127,1,1374
1375,7,-1.24701,1.58455,-1.81563,0.393715,1,1375
1376,7,2.03193,1.36816,-2.24854,1.79839,1,1376
1377,7,-0.699231,-1.4607,1.19131,1.53651,1,1377
1378,7,1.68714,0.358504,0.836476,0.39112,1,1378
1379,7,4.90217,-2.58221,-2.29904,1.79594,1,1379
1380,7,-7.4152,2.24943,-2.24261,1.63048,1,1380
1381,7,-3.91169,0.544519,-1.39045,1.76913,1,1381
1382,7,6.79246,-2.09114,-1.18641,0.321937,1,1382
1383,7,1.22538,-1.5415,0.105844,0.845699,1,1383
1384,7,1.45008,2.66986,-1.9587,-0.335145,1,1384
1385,7,-1.68733,1.4872,1.08479,-5.74644,1,1385
1386,7,-2.51382,-0.34881,-2.28856,2.14963,1,1386
1387,7,1.03351,-2.12679,1.94454,0.855498,1,1387
1388,7,-4.48702,0.216962,-3.75864,5.52309,1,1388
1389,7,0.70487,7.35045,-2.49274,-1.51887,1,1389
1390,7,7.47565,0.795749,-1.16752,-0.530873,1,1390
1391,7,-0.105743,0.652984,1.26785,-0.132647,1,1391
1392,7,-1.41583,1.69328,-0.240029,2.13247,1,1392
1393,7,-0.476993,1.03233,0.0808596,-0.466161,1,1393
1394,7,0.24094,-0.785238,-1.30934,0.490851,1,1394
1395,7,-2.86554,11.2294,10.4941,-2.85206,1,1395
1396,7,4.11895,0.298446,6.16977,-7.41113,1,1396
1397,7,0.0147412,-0.480185,-2.25298,1.99151,1,1397
1398,7,-4.50006,4.62681,-2.95547,0.561902,1,1398
1399,7,-0.871451,2.06531,-1.8089,-0.34481,1,1399
1400,7,2.18984,4.63508,-5.38767,3.09712,1,1400
1401,7,-1.41543,0.888892,1.75828,1.06765,1,1401
1402,7,2.73613,2.43043,-1.17319,1.23728,1,1402
1403,7,-1.64787,2.53279,3.48165,4.74104,1,1403
1404,7,-9.65343,-1.37623,2.98941,-2.47907,1,1404
1405,7,-2.53339,-5.21732,-0.700551,-9.75524,1,1405
1406,7,4.8921,-1.5598,-0.0916054,-3.77939,1,1406
1407,7,0.38706,-0.835131,-1.45477,2.67539,1,1407
1408,7,2.24153,-1.1372,-1.55796,1.71679,1,1408
1409,7,0.90987,1.96146,0.316608,0.877821,1,1409
1410,7,0.664678,-1.90431,-0.522591,-0.752703,1,1410
1411,7,-10.9569,-7.71157,2.2545,-6.72682,1,1411
1412,7,-0.214188,5.92335,-6.93502,1.88023,1,1412
1413,7,8.68638,-3.49112,-0.3507,2.74154,1,1413
1414,7,8.27958,-3.86763,7.80758,0.415307,1,1414
1415,7,0.842153,0.618412,-0.48935,0.0489321,1,1415
1416,7,-2.8805,0.446769,0.413308,-0.488091,1,1416
1417,7,-1.48927,-1.21624,3.33015,-0.47858,1,1417
1418,7,2.69513,-0.680164,0.994246,2.74845,1,1418
1419,7,-3.75285,-2.23309,-1.08382,8.46616,1,1419
1420,7,6.52592,-9.96218,0.840972,-9.26897,1,1420
1421,7,-0.737691,-7.32666,-3.88823,-2.06991,1,1421
1422,7,-0.290731,-5.65768,-3.55575,5.0924,1,1422
1423,7,-1.34206,-1.15998,6.46,0.853446,1,1423
1424,7,-3.17468,0.871403,-2.2486,-3.46363,1,1424
1425,7,-3.21919,1.12317,2.31463,0.929975,1,1425
1426,7,2.04394,-0.00484449,-1.11459,0.41385,1,1426
1427,7,-4.52059,6.53888,-3.60294,-4.32163,1,1427
1428,7,-2.30682,2.86442,0.251881,3.38548,1,1428
1429,7,3.59311,-4.54837,7.2389,1.38311,1,1429
1430,7,-0.593601,0.211405,-3.183,1.33353,1,1430
1431,7,1.67065,1.14934,-2.24544,1.03691,1,1431
1432,7,-3.48977,2.26773,-0.937047,4.62195,1,1432
1433,7,1.299,3.32416,-0.145169,2.16356,1,1433
1434,7,1.70159,-2.57068,0.00244453,-1.25719,1,1434
1435,7,-1.31344,2.75487,-1.23808,5.6516,1,1435
1436,7,-4.9369,1.08806,-6.0484,0.744032,1,1436
1437,7,-0.198889,5.72012,-0.982166,1.67121,1,1437
1438,7,5.31323,4.28474,-0.858005,2.60689,1,1438
1439,7,-0.730795,-1.391,-2.3634,0.894064,1,1439
1440,7,-2.18295,0.32353,0.397962,0.72673,1,1440
1441,7,0.761111,1.63946,1.42395,-1.62977,1,1441
1442,7,-0.864725,1.81137,-0.587061,-0.0280742,1,1442
1443,7,4.76776,-0.430696,6.6011,-3.58314,1,1443
1444,7,-1.54589,-0.535092,1.00263,-0.370094,1,1444
1445,7,-6.22461,6.62267,-6.56479,-0.325417,1,1445
1446,7,2.83254,-4.29131,-0.991836,0.105813,1,1446
1447,7,1.2964,0.792364,0.4501,0.51528,1,1447
1448,7,2.48273,-1.16011,-0.154571,2.87134,1,1448
1449,7,-1.05877,2.20334,0.876664,0.710138,1,1449
1450,7,1.91487,-1.90037,-0.888786,-0.41493,1,1450
1451,7,2.41543,2.57279,-6.28778,-5.21383,1,1451
1452,7,1.70034,-0.170247,-1.07793,-1.22609,1,1452
1453,7,1.12868,-0.864818,-0.227558,1.21386,1,1453
1454,7,2.42329,3.40999,0.275711,-1.45872,1,1454
1455,7,-1.2805,0.0732532,0.888382,-1.56191,1,1455
1456,7,-3.10457,2.09799,-0.903556,1.04464,1,1456
1457,7,-0.554829,2.0424,0.782427,-0.11804,1,1457
1458,7,-0.309775,-1.02277,-1.34282,0.208408,1,1458
1459,7,-1.58757,1.49249,1.88774,1.58022,1,1459
1460,7,4.59296,-2.55386,6.31868,-5.77739,1,1460
1461,7,-2.37959,-5.04824,5.71001,-2.34469,1,1461
1462,7,1.6181,-0.121709,1.82304,-1.82799,1,1462
1463,7,-1.0558,-2.53556,-2.76793,4.98957,1,1463
1464,7,-2.59819,2.61943,3.7917,1.07735,1,1464
1465,7,2.06221,-3.52013,-1.43043,-1.52778,1,1465
1466,7,-2.49168,-2.56078,5.60267,6.50507,1,1466
1467,7,-1.10574,-6.36811,1.63982,-6.26283,1,1467
1468,7,10.7063,-5.1502,-3.13546,-1.79413,1,1468
1469,7,-0.66489,-1.96979,3.87295,4.90567,1,1469
1470,7,-3.06212,1.60543,6.74827,0.48972,1,1470
1471,7,-4.47967,5.81462,-1.44051,-1.54955,1,1471
1472,7,-0.95242,-2.97009,1.46778,3.01528,1,1472
1473,7,0.814937,-0.0710023,3.38829,-0.0912688,1,1473
1474,7,5.7995,-2.11174,-0.23283,-5.15709,1,1474
1475,7,2.22054,-6.04299,-0.351061,0.0362799,1,1475
1476,7,-0.872233,-1.05192,0.101992,0.0779306,1,1476
1477,7,-7.36689,0.394169,-7.55758,4.233,1,1477
1478,7,1.51835,-6.26236,3.65648,0.695948,1,1478
1479,7,3.14269,-2.02483,2.61917,0.386502,1,1479
1480,7,0.836367,0.891609,-1.33319,0.508576,1,1480
1481,7,-1.51405,0.869781,-0.545728,0.266006,1,1481
1482,7,1.86299,0.345089,1.41231,-1.32373,1,1482
1483,7,-3.71616,0.52446,-6.53601,-0.624279,1,1483
1484,7,-9.70388,-11.4797,9.42725,2.93698,1,1484
1485,7,8.76824,-5.40089,1.33781,4.22059,1,1485
1486,7,-3.03826,3.89496,-1.10171,1.75599,1,1486
1487,7,1.63286,1.79877,-1.81592,1.32144,1,1487
1488,7,3.51908,-3.21088,-5.75696,5.47608,1,1488
1489,7,-1.25775,1.63431,0.861157,-2.58746,1,1489
1490,7,-6.33634,3.59465,-0.0524028,6.47518,1,1490
1491,7,-2.40121,-2.66395,-1.05481,0.79133,1,1491
1492,7,3.22571,-2.17736,-9.51826,0.0928821,1,1492
1493,7,2.26625,-4.72882,2.70399,-5.39293,1,1493
1494,7,-2.41668,-1.38707,0.857563,-2.32242,1,1494
1495,7,0.0360484,-0.391513,2.2101,-3.4191,1,1495
1496,7,-3.08536,1.00699,-0.871882,-0.868461,1,1496
1497,7,0.175263,-1.10303,-2.3261,-4.57487,1,1497
1498,7,0.659675,-1.96694,3.90091,-1.4542,1,1498
1499,7,-4.33208,1.2353,-2.04398,-1.42898,1,1499
1500,7,-2.90748,4.18387,-2.02342,0.196496,1,1500
1501,7,-0.646886,-1.61701,-4.06934,-4.31357,1,1501
1502,7,1.56798,-2.11201,1.98646,-8.53321,1,1502
1503,7,-0.741736,-0.11222,-0.644675,-1.76985,1,1503
1504,7,-2.54831,-0.647351,2.26375,-4.09738,1,1504
1505,7,-4.89927,6.48045,4.57524,0.291325,1,1505
1506,7,2.78619,0.17019,-1.83539,-3.9815,1,1506
1507,7,-1.92143,-3.09184,2.34418,1.15451,1,1507
1508,7,-3.91932,2.75785,2.19463,-2.93398,1,1508
1509,7,0.70091,6.11425,1.22948,-3.26029,1,1509
1510,7,-4.45693,8.91802,-4.88013,-2.05004,1,1510
1511,7,-0.832387,-1.50041,1.79193,0.0455827,1,1511
1512,7,3.00532,-1.42137,1.35074,-1.23125,1,1512
1513,7,-0.994539,0.564454,-2.41276,-1.09476,1,1513
1514,7,0.701311,-3.34131,0.774621,-4.32309,1,1514
1515,7,2.15658,5.7913,-0.438032,0.621233,1,1515
1516,7,-0.753829,6.97138,-7.38091,4.35488,1,1516
1517,7,-1.22277,1.96051,1.74957,-4.72434,1,1517
1518,7,0.286231,2.96854,1.84572,0.7583,1,1518
1519,7,0.903889,-0.0208403,-2.14968,-5.84335,1,1519
1520,7,-3.28065,0.957363,-1.07458,-1.26771,1,1520
1521,7,0.519206,-2.13804,0.117792,-0.266883,1,1521
1522,7,1.72345,-2.4069,0.890908,9.56223,1,1522
1523,7,7.54549,-8.70427,-0.211241,-3.23333,1,1523
1524,7,-2.23449,-1.13069,4.69813,-2.79057,1,1524
1525,7,-6.68755,9.74126,1.49323,1.11531,1,1525
1526,7,0.305081,-0.76761,1.87468,-1.40391,1,1526
1527,7,-0.678535,3.00989,-3.85417,-3.82757,1,1527
1528,7,-2.3231,0.839951,-2.12569,0.863957,1,1528
1529,7,2.96595,1.57154,2.96165,-0.988955,1,1529
1530,7,-4.42588,1.71783,2.324,-0.316307,1,1530
1531,7,-0.507299,-1.40307,1.28325,2.72552,1,1531
1532,7,0.367898,-6.88263,2.83941,-8.8781,1,1532
1533,7,-13.1539,-5.76532,0.806737,8.89436,1,1533
1534,7,-0.576233,1.01485,-0.365632,-0.555699,1,1534
1535,7,0.190548,-1.10832,5.42198,-1.97478,1,1535
1536,7,-4.44285,1.50727,2.61964,2.04063,1,1536
1537,7,0.511588,-0.642199,-0.666109,0.796229,1,1537
1538,7,4.22379,-3.34429,2.29847,-0.378992,1,1538
1539,7,-2.66803,-5.36876,-1.5289,-2.19659,1,1539
1540,7,-1.84128,-2.89254,-6.63887,5.03418,1,1540
1541,7,9.03168,-2.69988,6.62179,2.98972,1,1541
1542,7,-2.63669,-4.04605,-6.52933,3.81356,1,1542
1543,7,-1.89623,-1.97725,2.33254,3.09292,1,1543
1544,7,-2.40453,3.08338,5.65926,0.794075,1,1544
1545,7,0.317271,2.2718,-1.86125,-1.35689,1,1545
1546,7,2.52793,0.441212,1.07422,0.448025,1,1546
1547,7,4.5497,0.155412,2.06241,5.64803,1,1547
1548,7,-13.1744,-1.55166,-6.34199,-0.0459,1,1548
1549,7,3.14368,-4.62104,4.54055,-2.92111,1,1549
1550,7,4.70018,4.5536,2.08503,1.84132,1,1550
1551,7,-3.5214,3.72684,-2.66252,4.59936,1,1551
1552,7,-0.176512,1.63648,-0.904797,0.737874,1,1552
1553,7,-0.895262,3.25448,0.396835,-2.93682,1,1553
1554,7,-1.13951,-0.0876821,-6.1112,-0.829664,1,1554
1555,7,-1.5307,-1.90214,5.05968,-0.680779,1,1555
1556,7,1.49667,0.0248483,1.12525,5.58304,1,1556
1557,7,-5.3581,5.48516,-4.28409,2.03604,1,1557
1558,7,-2.0736,6.23979,-0.626683,-2.45817,1,1558
1559,7,1.80631,1.44111,1.73378,1.28038,1,1559
1560,7,1.10805,3.68264,-1.98019,5.06331,1,1560
